tik,uik,voters,turnout,putin,stationary,cam,marked,gaps,mn_in,mn_out,koib
TIK-17,562,1890,96%,74%,1851,c1,yes,,219,367,
TIK-17,562,1890,96%,74%,1851,c2,yes,,219,367,
TIK-17,531,1905,94%,88%,1709,c1,yes,,151,369,
TIK-17,531,1905,94%,88%,1709,c2,yes,,151,369,
TIK-2,137,1298,92%,71%,1278,c1,yes,,367,145,КОИБ
TIK-2,137,1298,92%,71%,1278,c2,yes,,367,145,КОИБ
TIK-9,1798,1551,87%,78%,1478,c1,yes,,125,338,
TIK-9,1798,1551,87%,78%,1478,c2,yes,,125,338,
TIK-17,571,876,87%,68%,870,c1,yes,,213,300,
TIK-17,571,876,87%,68%,870,c2,yes,,213,300,
TIK-11,482,1910,86%,85%,1876,c1,yes,,113,259,
TIK-11,482,1910,86%,85%,1876,c2,yes,,113,259,
TIK-14,290,1455,85%,78%,1325,c1,yes,,349,329,
TIK-14,290,1455,85%,78%,1325,c2,yes,,349,329,
TIK-3,592,875,84%,73%,867,c1,yes,,316,238,
TIK-3,592,875,84%,73%,867,c2,yes,,316,238,
TIK-17,561,1606,84%,75%,1552,c1,yes,,123,261,
TIK-17,561,1606,84%,75%,1552,c2,yes,,123,261,
TIK-4,931,1457,83%,74%,1384,c1,yes,,380,281,КОИБ
TIK-4,931,1457,83%,74%,1384,c2,yes,,380,281,КОИБ
TIK-2,171,1133,82%,70%,1100,c1,yes,,179,245,КОИБ
TIK-23,2075,1219,82%,77%,1205,c1,yes,,176,108,
TIK-23,2075,1219,82%,77%,1205,c2,yes,,176,108,
TIK-11,479,1756,81%,74%,1665,c1,yes,,117,244,
TIK-11,479,1756,81%,74%,1665,c2,yes,,117,244,
TIK-12,1780,1720,81%,81%,1698,c1,yes,,103,293,
TIK-12,1780,1720,81%,81%,1698,c2,yes,,103,293,
TIK-14,300,1439,81%,78%,1435,c1,yes,,139,459,
TIK-14,300,1439,81%,78%,1435,c2,yes,,139,459,
TIK-17,570,970,81%,73%,883,c1,yes,,86,212,
TIK-17,570,970,81%,73%,883,c2,yes,,86,212,
TIK-22,396,1527,81%,75%,1477,c2,yes,,284,402,
TIK-8,1723,618,80%,75%,599,c1,yes,,115,67,
TIK-8,1723,618,80%,75%,599,c2,yes,,115,67,
TIK-11,431,1373,80%,77%,1316,c1,yes,,340,200,
TIK-14,259,1593,80%,75%,1563,c1,yes,,273,331,
TIK-14,259,1593,80%,75%,1563,c2,yes,,273,331,
TIK-15,1238,729,80%,78%,715,c2,yes,,62,96,КОИБ
TIK-17,537,1869,80%,80%,1828,c1,yes,,112,196,
TIK-17,537,1869,80%,80%,1828,c2,yes,,112,196,
TIK-18,1613,1008,80%,76%,955,c1,yes,,116,76,
TIK-18,1613,1008,80%,76%,955,c2,yes,,116,76,
TIK-19,1349,2093,80%,82%,2013,c1,yes,,587,652,
TIK-19,1349,2093,80%,82%,2013,c2,yes,,587,652,
TIK-22,382,1383,80%,76%,1209,c1,yes,,215,236,
TIK-22,382,1383,80%,76%,1209,c2,yes,,215,236,
TIK-22,394,982,80%,76%,952,c1,yes,,196,263,
TIK-22,394,982,80%,76%,952,c2,yes,,196,263,
TIK-29,2172,1350,80%,87%,1144,c1,yes,,86,105,
TIK-29,2172,1350,80%,87%,1144,c2,yes,,86,105,
TIK-8,1676,1383,79%,77%,1365,c1,yes,,213,183,КОИБ
TIK-8,1676,1383,79%,77%,1365,c2,yes,,213,183,КОИБ
TIK-14,255,1507,79%,74%,1473,c1,yes,,118,380,
TIK-14,255,1507,79%,74%,1473,c2,yes,,118,380,
TIK-17,572,1603,79%,66%,1593,c1,yes,,545,361,
TIK-17,574,1266,79%,73%,1261,c1,yes,,260,393,
TIK-17,574,1266,79%,73%,1261,c2,yes,,260,393,
TIK-22,334,1686,79%,80%,1666,c1,yes,,102,347,
TIK-22,334,1686,79%,80%,1666,c2,yes,,102,347,
TIK-25,1023,1379,79%,76%,1346,c1,yes,,186,260,КОИБ
TIK-25,1023,1379,79%,76%,1346,c2,yes,,186,260,КОИБ
TIK-2,104,1231,78%,72%,1003,c1,yes,,173,214,КОИБ
TIK-2,104,1231,78%,72%,1003,c2,yes,,173,214,КОИБ
TIK-2,132,1359,78%,71%,1233,c1,yes,,150,431,КОИБ
TIK-2,132,1359,78%,71%,1233,c2,yes,,150,431,КОИБ
TIK-11,435,1263,78%,74%,1215,c1,yes,,67,194,
TIK-11,435,1263,78%,74%,1215,c2,yes,,67,194,
TIK-11,444,1274,78%,80%,1246,c1,yes,,96,186,
TIK-11,444,1274,78%,80%,1246,c2,yes,,96,186,
TIK-14,260,918,78%,78%,899,c1,yes,,301,170,
TIK-14,260,918,78%,78%,899,c2,yes,,301,170,
TIK-14,294,1235,78%,79%,1178,c1,yes,,179,257,
TIK-14,294,1235,78%,79%,1178,c2,yes,,179,257,
TIK-20,2006,1562,78%,78%,1561,c1,yes,,105,680,
TIK-20,2006,1562,78%,78%,1561,c2,yes,,105,680,
TIK-22,392,1559,78%,75%,1538,c2,yes,,426,304,
TIK-23,2060,1064,78%,75%,1030,c1,yes,,227,126,
TIK-23,2060,1064,78%,75%,1030,c2,yes,,227,126,
TIK-25,1002,1526,78%,76%,1505,c1,yes,,349,347,КОИБ
TIK-25,1002,1526,78%,76%,1505,c2,yes,,349,347,КОИБ
TIK-2,149,1349,77%,68%,1303,c1,yes,,242,294,КОИБ
TIK-4,932,1293,77%,76%,1205,c1,yes,,261,253,КОИБ
TIK-4,932,1293,77%,76%,1205,c2,yes,,261,253,КОИБ
TIK-9,1820,1004,77%,75%,944,c1,yes,,88,260,
TIK-9,1820,1004,77%,75%,944,c2,yes,,88,260,
TIK-11,432,1333,77%,72%,1305,c1,yes,,162,173,
TIK-11,432,1333,77%,72%,1305,c2,yes,,162,173,
TIK-14,252,1554,77%,71%,1530,c2,yes,,359,266,
TIK-14,256,1347,77%,74%,1339,c1,yes,,78,434,
TIK-14,256,1347,77%,74%,1339,c2,yes,,78,434,
TIK-14,257,919,77%,74%,899,c1,yes,,173,190,
TIK-14,257,919,77%,74%,899,c2,yes,,173,190,
TIK-18,1636,1417,77%,80%,1403,c2,yes,,244,130,
TIK-18,1642,867,77%,67%,853,c2,yes,,170,66,
TIK-22,345,1428,77%,68%,1372,c1,yes,,600,237,
TIK-22,345,1428,77%,68%,1372,c2,yes,,600,237,
TIK-29,2130,1277,77%,83%,1230,c1,yes,,60,105,
TIK-4,925,1385,76%,71%,1342,c1,yes,,257,330,КОИБ
TIK-4,925,1385,76%,71%,1342,c2,yes,,257,330,КОИБ
TIK-4,948,930,76%,72%,861,c1,yes,,188,169,КОИБ
TIK-9,1797,1225,76%,74%,1151,c1,yes,,125,267,
TIK-9,1797,1225,76%,74%,1151,c2,yes,,125,267,
TIK-10,203,549,76%,78%,547,c2,yes,,265,207,
TIK-10,231,1138,76%,72%,1113,c1,yes,,202,245,
TIK-10,231,1138,76%,72%,1113,c2,yes,,202,245,
TIK-14,263,1469,76%,74%,1420,c1,yes,,301,300,
TIK-14,263,1469,76%,74%,1420,c2,yes,,301,300,
TIK-14,285,1382,76%,75%,1340,c2,yes,,88,315,
TIK-14,296,588,76%,76%,559,c2,yes,,77,188,
TIK-14,301,1361,76%,76%,1352,c1,yes,,111,427,
TIK-14,301,1361,76%,76%,1352,c2,yes,,111,427,
TIK-22,349,1132,76%,61%,1060,c1,yes,,223,249,
TIK-22,349,1132,76%,61%,1060,c2,yes,,223,249,
TIK-25,1003,1459,76%,78%,1344,c1,yes,,241,398,КОИБ
TIK-25,1003,1459,76%,78%,1344,c2,yes,,241,398,КОИБ
TIK-2,152,1212,75%,73%,1172,c1,yes,,121,287,КОИБ
TIK-11,414,1519,75%,66%,1499,c1,yes,,615,219,
TIK-11,414,1519,75%,66%,1499,c2,yes,,615,219,
TIK-11,481,1806,75%,82%,1771,c1,yes,,67,232,
TIK-11,481,1806,75%,82%,1771,c2,yes,,67,232,
TIK-14,253,1664,75%,72%,1633,c1,yes,,503,252,
TIK-14,253,1664,75%,72%,1633,c2,yes,,503,252,
TIK-14,266,1431,75%,76%,1407,c1,yes,,168,319,
TIK-14,266,1431,75%,76%,1407,c2,yes,,168,319,
TIK-14,295,748,75%,80%,706,c1,yes,,127,117,
TIK-14,295,748,75%,80%,706,c2,yes,,127,117,
TIK-17,524,1388,75%,82%,1362,c1,yes,,95,243,
TIK-17,524,1388,75%,82%,1362,c2,yes,,95,243,
TIK-17,535,1599,75%,85%,1527,c1,yes,,135,280,
TIK-17,535,1599,75%,85%,1527,c2,yes,,135,280,
TIK-17,557,1349,75%,72%,1306,c1,yes,,96,335,
TIK-17,557,1349,75%,72%,1306,c2,yes,,96,335,
TIK-18,1612,1323,75%,76%,1285,c1,yes,,343,100,
TIK-18,1612,1323,75%,76%,1285,c2,yes,,343,100,
TIK-20,1949,1589,75%,75%,1548,c1,yes,,512,217,
TIK-20,1949,1589,75%,75%,1548,c2,yes,,512,217,
TIK-20,2008,1803,75%,83%,1770,c1,yes,,103,343,
TIK-20,2008,1803,75%,83%,1770,c2,yes,,103,343,
TIK-20,2009,1637,75%,81%,1582,c1,yes,,245,239,
TIK-20,2009,1637,75%,81%,1582,c2,yes,,245,239,
TIK-22,353,1014,75%,71%,992,c1,yes,,321,250,
TIK-22,353,1014,75%,71%,992,c2,yes,,321,250,
TIK-22,379,1137,75%,76%,1094,c1,yes,,179,218,
TIK-22,379,1137,75%,76%,1094,c2,yes,,179,218,
TIK-24,1597,1907,75%,79%,1845,c1,yes,,132,271,
TIK-24,1597,1907,75%,79%,1845,c2,yes,,132,271,
TIK-25,1025,1173,75%,77%,1135,c1,yes,,133,247,КОИБ
TIK-25,1025,1173,75%,77%,1135,c2,yes,,133,247,КОИБ
TIK-29,2122,1860,75%,79%,1753,c1,yes,,129,187,
TIK-29,2128,1571,75%,75%,1478,c1,yes,,104,166,
TIK-29,2128,1571,75%,75%,1478,c2,yes,,104,166,
TIK-1,58,980,74%,75%,963,c1,yes,,389,119,
TIK-1,58,980,74%,75%,963,c2,yes,,389,119,
TIK-2,159,1002,74%,74%,947,c1,yes,,79,327,КОИБ
TIK-2,164,1324,74%,74%,1295,c1,yes,,162,153,КОИБ
TIK-2,164,1324,74%,74%,1295,c2,yes,,162,153,КОИБ
TIK-9,1808,1627,74%,76%,1542,c1,yes,,182,445,
TIK-9,1808,1627,74%,76%,1542,c2,yes,,182,445,
TIK-11,430,1502,74%,75%,1451,c1,yes,,203,164,
TIK-11,430,1502,74%,75%,1451,c2,yes,,203,164,
TIK-11,487,1370,74%,83%,1304,c1,yes,,56,206,
TIK-11,487,1370,74%,83%,1304,c2,yes,,56,206,
TIK-11,490,1433,74%,81%,1402,c1,yes,,125,205,
TIK-11,490,1433,74%,81%,1402,c2,yes,,125,205,
TIK-12,1760,1880,74%,82%,1748,c2,yes,,588,496,
TIK-12,1761,1520,74%,84%,1413,c1,yes,,174,482,
TIK-12,1761,1520,74%,84%,1413,c2,yes,,174,482,
TIK-14,254,1187,74%,77%,1173,c1,yes,,273,256,
TIK-14,254,1187,74%,77%,1173,c2,yes,,273,256,
TIK-14,262,612,74%,74%,602,c1,yes,,169,128,
TIK-14,262,612,74%,74%,602,c2,yes,,169,128,
TIK-14,272,1227,74%,79%,1199,c1,yes,,147,308,
TIK-14,272,1227,74%,79%,1199,c2,yes,,147,308,
TIK-15,1227,1210,74%,83%,1136,c1,yes,,122,103,КОИБ
TIK-15,1227,1210,74%,83%,1136,c2,yes,,122,103,КОИБ
TIK-17,529,1289,74%,74%,1260,c1,yes,,156,342,
TIK-17,529,1289,74%,74%,1260,c2,yes,,156,342,
TIK-17,544,1484,74%,79%,1377,c1,yes,,107,402,
TIK-17,544,1484,74%,79%,1377,c2,yes,,107,402,
TIK-17,555,1506,74%,77%,1474,c1,yes,,130,360,
TIK-17,555,1506,74%,77%,1474,c2,yes,,130,360,
TIK-17,563,1704,74%,74%,1674,c1,yes,,118,400,
TIK-17,563,1704,74%,74%,1674,c2,yes,,118,400,
TIK-18,1619,1470,74%,77%,1356,c1,yes,,302,120,
TIK-18,1619,1470,74%,77%,1356,c2,yes,,302,120,
TIK-20,1970,1171,74%,77%,1099,c1,yes,,262,133,
TIK-20,1970,1171,74%,77%,1099,c2,yes,,262,133,
TIK-20,1980,1070,74%,75%,1062,c1,yes,,117,227,
TIK-20,2007,1287,74%,83%,1246,c1,yes,,65,188,
TIK-20,2007,1287,74%,83%,1246,c2,yes,,65,188,
TIK-22,352,1035,74%,71%,1004,c1,yes,,245,266,
TIK-22,352,1035,74%,71%,1004,c2,yes,,245,266,
TIK-22,364,1152,74%,70%,1101,c2,yes,,116,288,
TIK-24,1546,1407,74%,77%,1391,c1,yes,,261,246,
TIK-24,1546,1407,74%,77%,1391,c2,yes,,261,246,
TIK-24,1595,1520,74%,80%,1452,c1,yes,,89,263,
TIK-24,1595,1520,74%,80%,1452,c2,yes,,89,263,
TIK-25,1005,1304,74%,79%,1283,c1,yes,,153,315,КОИБ
TIK-25,1005,1304,74%,79%,1283,c2,yes,,153,315,КОИБ
TIK-29,2118,1447,74%,78%,1330,c1,yes,,81,183,
TIK-29,2118,1447,74%,78%,1330,c2,yes,,81,183,
TIK-2,154,1433,73%,70%,1381,c2,yes,,224,235,КОИБ
TIK-4,917,1088,73%,72%,1043,c1,yes,,128,297,КОИБ
TIK-4,917,1088,73%,72%,1043,c2,yes,,128,297,КОИБ
TIK-4,919,1196,73%,74%,1128,c1,yes,,127,267,КОИБ
TIK-4,919,1196,73%,74%,1128,c2,yes,,127,267,КОИБ
TIK-4,952,1229,73%,74%,1174,c1,yes,,230,237,КОИБ
TIK-4,952,1229,73%,74%,1174,c2,yes,,230,237,КОИБ
TIK-5,1512,1914,73%,75%,1892,c1,yes,,231,230,
TIK-5,1512,1914,73%,75%,1892,c2,yes,,231,230,
TIK-9,1800,1334,73%,69%,1219,c1,yes,,206,313,
TIK-9,1800,1334,73%,69%,1219,c2,yes,,206,313,
TIK-9,1806,1229,73%,70%,1147,c1,yes,,189,378,
TIK-9,1806,1229,73%,70%,1147,c2,yes,,189,378,
TIK-9,1807,1688,73%,74%,1625,c1,yes,,153,511,
TIK-9,1807,1688,73%,74%,1625,c2,yes,,153,511,
TIK-9,1830,722,73%,80%,650,c1,yes,,46,202,
TIK-9,1830,722,73%,80%,650,c2,yes,,46,202,
TIK-9,1840,1511,73%,77%,1492,c1,yes,,136,388,
TIK-9,1840,1511,73%,77%,1492,c2,yes,,136,388,
TIK-10,244,1344,73%,76%,1297,c1,yes,,218,301,
TIK-11,420,1535,73%,77%,1506,c1,yes,,99,213,
TIK-11,420,1535,73%,77%,1506,c2,yes,,99,213,
TIK-11,426,1564,73%,76%,1534,c1,yes,,72,174,
TIK-11,478,1695,73%,74%,1650,c1,yes,,101,247,
TIK-11,478,1695,73%,74%,1650,c2,yes,,101,247,
TIK-11,488,1233,73%,79%,1213,c1,yes,,89,159,
TIK-11,488,1233,73%,79%,1213,c2,yes,,89,159,
TIK-14,258,1554,73%,73%,1513,c2,yes,,239,317,
TIK-14,264,1559,73%,73%,1527,c1,yes,,401,326,
TIK-14,264,1559,73%,73%,1527,c2,yes,,401,326,
TIK-14,271,1079,73%,78%,1063,c1,yes,,167,281,
TIK-14,271,1079,73%,78%,1063,c2,yes,,167,281,
TIK-14,276,1617,73%,79%,1591,c2,yes,,409,344,
TIK-15,1231,1243,73%,81%,1190,c1,yes,,109,88,КОИБ
TIK-15,1231,1243,73%,81%,1190,c2,yes,,109,88,КОИБ
TIK-17,545,1052,73%,77%,972,c1,yes,,133,328,
TIK-17,545,1052,73%,77%,972,c2,yes,,133,328,
TIK-17,549,1330,73%,78%,1250,c1,yes,,89,396,
TIK-17,549,1330,73%,78%,1250,c2,yes,,89,396,
TIK-17,564,1095,73%,76%,1076,c1,yes,,80,334,
TIK-17,564,1095,73%,76%,1076,c2,yes,,80,334,
TIK-17,568,1494,73%,72%,1376,c1,yes,,142,312,
TIK-17,568,1494,73%,72%,1376,c2,yes,,142,312,
TIK-18,1637,1760,73%,75%,1635,c1,yes,,413,124,
TIK-18,1637,1760,73%,75%,1635,c2,yes,,413,124,
TIK-22,335,784,73%,72%,763,c2,yes,,234,163,
TIK-22,346,1063,73%,70%,1015,c1,yes,,224,286,
TIK-22,346,1063,73%,70%,1015,c2,yes,,224,286,
TIK-22,367,869,73%,69%,838,c1,yes,,150,237,
TIK-22,367,869,73%,69%,838,c2,yes,,150,237,
TIK-22,378,1033,73%,70%,1015,c1,yes,,155,273,
TIK-22,378,1033,73%,70%,1015,c2,yes,,155,273,
TIK-22,400,1061,73%,74%,1047,c1,yes,,430,81,
TIK-22,400,1061,73%,74%,1047,c2,yes,,430,81,
TIK-25,1006,1202,73%,76%,1151,c1,yes,,89,345,КОИБ
TIK-25,1006,1202,73%,76%,1151,c2,yes,,89,345,КОИБ
TIK-25,1039,1191,73%,73%,1124,c1,yes,,128,194,КОИБ
TIK-25,1039,1191,73%,73%,1124,c2,yes,,128,194,КОИБ
TIK-25,1040,738,73%,80%,677,c1,yes,,48,165,КОИБ
TIK-25,1040,738,73%,80%,677,c2,yes,,48,165,КОИБ
TIK-25,976,1459,73%,75%,1433,c1,yes,,120,421,КОИБ
TIK-25,976,1459,73%,75%,1433,c2,yes,,120,421,КОИБ
TIK-25,993,1453,73%,78%,1408,c1,yes,,154,355,КОИБ
TIK-25,993,1453,73%,78%,1408,c2,yes,,154,355,КОИБ
TIK-25,997,951,73%,77%,917,c1,yes,,146,318,КОИБ
TIK-25,997,951,73%,77%,917,c2,yes,,146,318,КОИБ
TIK-27,1376,741,73%,73%,726,c1,yes,,174,145,
TIK-27,1376,741,73%,73%,726,c2,yes,,174,145,
TIK-28,1880,1544,73%,77%,1425,c2,yes,,113,310,
TIK-29,2131,1616,73%,79%,1528,c1,yes,,89,116,
TIK-29,2131,1616,73%,79%,1528,c2,yes,,89,116,
TIK-1,55,1025,72%,76%,754,c1,yes,,336,110,
TIK-1,55,1025,72%,76%,754,c2,yes,,336,110,
TIK-2,155,876,72%,62%,859,c1,yes,,346,173,КОИБ
TIK-2,155,876,72%,62%,859,c2,yes,,346,173,КОИБ
TIK-3,604,1613,72%,75%,1574,c1,yes,,137,314,
TIK-3,604,1613,72%,75%,1574,c2,yes,,137,314,
TIK-4,953,1152,72%,74%,1093,c1,yes,,116,259,КОИБ
TIK-4,953,1152,72%,74%,1093,c2,yes,,116,259,КОИБ
TIK-8,1715,779,72%,79%,763,c1,yes,,89,87,КОИБ
TIK-9,1818,926,72%,75%,912,c2,yes,,73,303,
TIK-9,1834,1095,72%,76%,1074,c1,yes,,95,330,
TIK-9,1834,1095,72%,76%,1074,c2,yes,,95,330,
TIK-10,210,1398,72%,74%,1350,c1,yes,,166,299,
TIK-10,210,1398,72%,74%,1350,c2,yes,,166,299,
TIK-10,225,1298,72%,72%,1254,c1,yes,,172,274,
TIK-10,225,1298,72%,72%,1254,c2,yes,,172,274,
TIK-11,422,1530,72%,76%,1509,c1,yes,,142,198,
TIK-11,422,1530,72%,76%,1509,c2,yes,,142,198,
TIK-11,427,1482,72%,77%,1446,c1,yes,,111,197,
TIK-11,427,1482,72%,77%,1446,c2,yes,,111,197,
TIK-11,429,1318,72%,73%,1269,c1,yes,,177,171,
TIK-11,429,1318,72%,73%,1269,c2,yes,,177,171,
TIK-11,446,1111,72%,77%,1084,c1,yes,,89,106,
TIK-11,446,1111,72%,77%,1084,c2,yes,,89,106,
TIK-11,505,1886,72%,76%,1851,c2,yes,,180,188,
TIK-14,269,907,72%,73%,886,c1,yes,,157,227,
TIK-14,269,907,72%,73%,886,c2,yes,,157,227,
TIK-14,303,1153,72%,68%,1146,c1,yes,,432,209,
TIK-17,553,1111,72%,77%,1080,c1,yes,,109,339,
TIK-17,553,1111,72%,77%,1080,c2,yes,,109,339,
TIK-18,1648,900,72%,82%,881,c1,yes,,101,85,
TIK-18,1662,1579,72%,80%,1551,c1,yes,,181,148,
TIK-18,1662,1579,72%,80%,1551,c2,yes,,181,148,
TIK-20,1986,1145,72%,75%,1088,c1,yes,,302,210,
TIK-20,1986,1145,72%,75%,1088,c2,yes,,302,210,
TIK-20,1989,1106,72%,76%,976,c2,yes,,219,168,
TIK-20,2005,1618,72%,79%,1614,c1,yes,,152,520,
TIK-20,2005,1618,72%,79%,1614,c2,yes,,152,520,
TIK-24,1568,1082,72%,79%,1032,c1,yes,,61,114,
TIK-24,1568,1082,72%,79%,1032,c2,yes,,61,114,
TIK-24,1604,1633,72%,77%,1485,c1,yes,,119,262,
TIK-24,1604,1633,72%,77%,1485,c2,yes,,119,262,
TIK-25,1030,1259,72%,73%,1249,c1,yes,,189,238,КОИБ
TIK-25,1038,1275,72%,78%,1207,c2,yes,,116,288,КОИБ
TIK-25,973,1218,72%,80%,1160,c1,yes,,77,247,КОИБ
TIK-25,973,1218,72%,80%,1160,c2,yes,,77,247,КОИБ
TIK-25,982,1246,72%,78%,1210,c1,yes,,134,266,КОИБ
TIK-28,1892,1486,72%,77%,1457,c2,yes,,154,269,
TIK-1,16,1246,71%,65%,1220,c1,yes,,408,128,
TIK-1,16,1246,71%,65%,1220,c2,yes,,408,128,
TIK-1,28,882,71%,75%,716,c1,yes,,236,76,
TIK-1,28,882,71%,75%,716,c2,yes,,236,76,
TIK-2,107,997,71%,68%,983,c1,yes,,220,179,КОИБ
TIK-4,906,1218,71%,73%,1136,c1,yes,,153,247,КОИБ
TIK-4,906,1218,71%,73%,1136,c2,yes,,153,247,КОИБ
TIK-4,913,1265,71%,75%,1178,c1,yes,,167,225,КОИБ
TIK-4,926,1222,71%,70%,1157,c1,yes,,120,234,КОИБ
TIK-4,942,872,71%,75%,850,c1,yes,,160,197,КОИБ
TIK-4,942,872,71%,75%,850,c2,yes,,160,197,КОИБ
TIK-4,954,1363,71%,75%,1266,c1,yes,,380,309,КОИБ
TIK-4,954,1363,71%,75%,1266,c2,yes,,380,309,КОИБ
TIK-4,961,1559,71%,75%,1546,c1,yes,,279,453,КОИБ
TIK-4,961,1559,71%,75%,1546,c2,yes,,279,453,КОИБ
TIK-10,212,1455,71%,75%,1406,c1,yes,,264,273,
TIK-10,214,1479,71%,75%,1432,c1,yes,,176,343,
TIK-10,214,1479,71%,75%,1432,c2,yes,,176,343,
TIK-10,235,1458,71%,77%,1415,c1,yes,,330,275,
TIK-10,235,1458,71%,77%,1415,c2,yes,,330,275,
TIK-11,439,1435,71%,79%,1407,c1,yes,,182,229,
TIK-11,439,1435,71%,79%,1407,c2,yes,,182,229,
TIK-11,442,1359,71%,76%,1318,c1,yes,,138,234,
TIK-11,442,1359,71%,76%,1318,c2,yes,,138,234,
TIK-11,450,1469,71%,79%,1385,c1,yes,,50,128,
TIK-11,450,1469,71%,79%,1385,c2,yes,,50,128,
TIK-11,455,1428,71%,76%,1409,c2,yes,,94,182,
TIK-11,476,878,71%,73%,859,c1,yes,,98,197,
TIK-11,476,878,71%,73%,859,c2,yes,,98,197,
TIK-11,485,1446,71%,77%,1400,c1,yes,,157,198,
TIK-11,485,1446,71%,77%,1400,c2,yes,,157,198,
TIK-11,486,1938,71%,75%,1911,c2,yes,,190,273,
TIK-11,492,1400,71%,81%,1362,c1,yes,,78,231,
TIK-11,492,1400,71%,81%,1362,c2,yes,,78,231,
TIK-11,506,1817,71%,72%,1785,c1,yes,,126,246,
TIK-11,506,1817,71%,72%,1785,c2,yes,,126,246,
TIK-14,265,1428,71%,75%,1385,c1,yes,,139,360,
TIK-14,265,1428,71%,75%,1385,c2,yes,,139,360,
TIK-14,281,870,71%,76%,845,c1,yes,,96,227,
TIK-14,281,870,71%,76%,845,c2,yes,,96,227,
TIK-17,513,886,71%,73%,828,c1,yes,,190,224,
TIK-17,513,886,71%,73%,828,c2,yes,,190,224,
TIK-17,516,1479,71%,76%,1452,c1,yes,,200,408,
TIK-17,516,1479,71%,76%,1452,c2,yes,,200,408,
TIK-17,522,1473,71%,77%,1438,c1,yes,,111,366,
TIK-17,522,1473,71%,77%,1438,c2,yes,,111,366,
TIK-17,567,1272,71%,72%,1228,c2,yes,,123,358,
TIK-18,1626,741,71%,76%,728,c1,yes,,104,65,
TIK-18,1626,741,71%,76%,728,c2,yes,,104,65,
TIK-18,1629,958,71%,75%,945,c1,yes,,266,87,
TIK-18,1630,1083,71%,76%,1026,c1,yes,,240,88,
TIK-19,1312,964,71%,74%,941,c1,yes,,173,230,
TIK-19,1312,964,71%,74%,941,c2,yes,,173,230,
TIK-20,1996,2196,71%,75%,2166,c1,yes,,531,988,
TIK-20,1996,2196,71%,75%,2166,c2,yes,,531,988,
TIK-22,342,1330,71%,72%,1284,c1,yes,,359,281,
TIK-22,342,1330,71%,72%,1284,c2,yes,,359,281,
TIK-22,348,1289,71%,69%,1237,c2,yes,,251,312,
TIK-22,351,1034,71%,71%,989,c1,yes,,176,278,
TIK-22,351,1034,71%,71%,989,c2,yes,,176,278,
TIK-22,365,1083,71%,71%,1050,c1,yes,,189,255,
TIK-22,372,1902,71%,70%,1867,c1,yes,,496,410,
TIK-22,372,1902,71%,70%,1867,c2,yes,,496,410,
TIK-22,375,1885,71%,74%,1857,c1,yes,,506,472,
TIK-22,375,1885,71%,74%,1857,c2,yes,,506,472,
TIK-22,391,1459,71%,73%,1412,c1,yes,,176,178,
TIK-24,1560,1183,71%,72%,1031,c1,yes,,123,241,
TIK-24,1560,1183,71%,72%,1031,c2,yes,,123,241,
TIK-25,1013,1268,71%,78%,1137,c2,yes,,74,220,КОИБ
TIK-25,1027,1338,71%,75%,1304,c2,yes,,148,253,КОИБ
TIK-25,1028,880,71%,79%,854,c1,yes,,113,124,КОИБ
TIK-25,1028,880,71%,79%,854,c2,yes,,113,124,КОИБ
TIK-25,987,802,71%,78%,755,c2,yes,,131,176,КОИБ
TIK-25,996,1475,71%,78%,1396,c1,yes,,209,217,КОИБ
TIK-27,1373,728,71%,73%,710,c1,yes,,187,239,
TIK-2,139,1126,70%,70%,1046,c2,yes,,141,208,КОИБ
TIK-2,151,1362,70%,71%,1330,c2,yes,,169,258,КОИБ
TIK-2,172,1405,70%,70%,1368,c1,yes,,144,110,КОИБ
TIK-2,172,1405,70%,70%,1368,c2,yes,,144,110,КОИБ
TIK-3,587,1212,70%,80%,1074,c2,yes,,95,263,
TIK-3,605,945,70%,74%,917,c1,yes,,97,228,
TIK-3,605,945,70%,74%,917,c2,yes,,97,228,
TIK-4,914,1103,70%,76%,1032,c1,yes,,103,266,КОИБ
TIK-4,914,1103,70%,76%,1032,c2,yes,,103,266,КОИБ
TIK-4,921,1348,70%,71%,1303,c1,yes,,235,313,КОИБ
TIK-4,937,1387,70%,74%,1349,c1,yes,,124,246,КОИБ
TIK-4,937,1387,70%,74%,1349,c2,yes,,124,246,КОИБ
TIK-4,943,1323,70%,72%,1230,c1,yes,,211,224,КОИБ
TIK-4,943,1323,70%,72%,1230,c2,yes,,211,224,КОИБ
TIK-4,949,938,70%,75%,890,c2,yes,,167,139,КОИБ
TIK-5,1517,1727,70%,71%,1715,c1,yes,,151,301,
TIK-5,1517,1727,70%,71%,1715,c2,yes,,151,301,
TIK-7,810,1709,70%,73%,1679,c1,yes,,206,402,
TIK-7,810,1709,70%,73%,1679,c2,yes,,206,402,
TIK-9,1809,951,70%,69%,930,c1,yes,,160,290,
TIK-9,1809,951,70%,69%,930,c2,yes,,160,290,
TIK-9,1831,1312,70%,75%,1253,c2,yes,,157,271,
TIK-10,201,1040,70%,75%,1011,c1,yes,,139,248,
TIK-10,201,1040,70%,75%,1011,c2,yes,,139,248,
TIK-10,205,1305,70%,75%,1239,c1,yes,,239,265,
TIK-10,205,1305,70%,75%,1239,c2,yes,,239,265,
