tik,uik,voters,turnout,putin,stationary,cam,marked,gaps,mn_in,mn_out,koib
TIK-16,2210,1153,55%,70%,1132,c1,,"34, 114",166,237,
TIK-16,2210,1153,55%,70%,1132,c2,yes,"43, 115",166,237,
TIK-26,1193,598,55%,76%,575,c1,yes,,88,80,
TIK-26,1193,598,55%,76%,575,c2,yes,5,88,80,
TIK-28,1928,1342,55%,70%,1311,c1,yes,"6, 34",177,431,
TIK-28,1928,1342,55%,70%,1311,c2,yes,"6, 36",177,431,
TIK-30,2267,882,55%,74%,852,c1,yes,34,91,160,
TIK-30,2267,882,55%,74%,852,c2,yes,31,91,160,
TIK-1,12,524,54%,71%,513,c1,yes,"1542, 798",105,75,
TIK-1,12,524,54%,71%,513,c2,yes,"1524, 797",105,75,
TIK-7,803,1349,54%,73%,1316,c1,yes,,225,295,
TIK-7,803,1349,54%,73%,1316,c2,yes,154,225,295,
TIK-13,1239,1648,54%,75%,1595,c1,yes,"7, 42, 27, 28",444,195,
TIK-13,1239,1648,54%,75%,1595,c2,yes,"21, 35, 28",444,195,
TIK-16,2191,710,54%,68%,697,c1,,,149,119,
TIK-16,2191,710,54%,68%,697,c2,yes,3,149,119,
TIK-21,880,802,54%,79%,772,c1,yes,"22, 46, 55",54,91,КОИБ
TIK-21,880,802,54%,79%,772,c2,,"22, 41, 51, 45",54,91,КОИБ
TIK-26,1175,966,54%,74%,932,c1,yes,"9, 11, 43, 2, 7, 7, 10, 10",81,133,КОИБ
TIK-26,1175,966,54%,74%,932,c2,yes,,81,133,КОИБ
TIK-21,852,1173,53%,79%,1144,c1,,,64,109,КОИБ
TIK-21,852,1173,53%,79%,1144,c2,yes,3,64,109,КОИБ
TIK-11,474,1214,52%,78%,1188,c1,,176,73,248,
TIK-11,474,1214,52%,78%,1188,c2,yes,187,73,248,
TIK-16,2220,1083,52%,71%,1047,c1,yes,36,146,211,
TIK-16,2220,1083,52%,71%,1047,c2,yes,,146,211,
TIK-19,1306,829,52%,68%,787,c1,yes,"31, 32, 41",62,268,
TIK-19,1306,829,52%,68%,787,c2,yes,"40, 38, 30",62,268,
TIK-16,2192,956,51%,68%,939,c1,yes,"4, 36, 20, 28",166,238,
TIK-16,2192,956,51%,68%,939,c2,yes,"3, 41, 19, 33",166,238,
TIK-16,2217,894,51%,71%,874,c1,yes,34,182,174,
TIK-16,2217,894,51%,71%,874,c2,yes,26,182,174,
TIK-18,1622,1191,51%,68%,1175,c1,yes,"30, 41, 7",194,178,
TIK-18,1622,1191,51%,68%,1175,c2,yes,"33, 40, 6",194,178,
TIK-16,2213,843,50%,66%,829,c1,yes,"21, 41, 21, 57, 60, 54",132,144,
TIK-16,2213,843,50%,66%,829,c2,,"39, 5, 83, 77, 64",132,144,
TIK-16,2194,1206,49%,69%,1182,c1,yes,"2, 42, 43",234,315,
TIK-16,2194,1206,49%,69%,1182,c2,yes,"4, 55, 27, 32",234,315,
TIK-6,1135,1474,48%,76%,1450,c1,yes,,227,320,КОИБ
TIK-6,1135,1474,48%,76%,1450,c2,yes,12,227,320,КОИБ
TIK-18,1614,835,48%,69%,803,c1,yes,,87,110,
TIK-18,1614,835,48%,69%,803,c2,,149,87,110,
TIK-7,782,699,47%,78%,695,c1,,21,90,135,
TIK-7,782,699,47%,78%,695,c2,yes,23,90,135,
TIK-6,1134,1142,45%,78%,1121,c1,yes,10,89,298,КОИБ
TIK-6,1134,1142,45%,78%,1121,c2,yes,"2, 2",89,298,КОИБ
